Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
3,1,1.0229862157322036,0,0,-0.5182618445859393,2,1,1,0
3,1,-1.5150818780508981,3,2,-0.08661523445011025,2,6,0,0
1,0,1.7151866049457767,1,1,1.2334788273172737,2,3,0,1
3,1,-0.20759225398081546,0,0,-0.4737388550789219,2,1,1,1
1,1,0.6384304439468851,0,0,-0.6480576784030068,2,1,1,0
3,0,-0.20759225398081546,0,1,-0.39701844943123665,2,2,0,1
3,1,-2.1303711129074077,4,1,0.15058916727371655,2,6,0,0
3,1,0.0,0,0,-0.5082001520419805,1,1,1,0
3,1,0.0,0,0,0.48882906084695926,2,1,1,0
2,1,-2.207282267264471,0,2,0.09659208806730764,0,3,0,1
3,1,0.0,0,0,-0.49210144397164657,1,1,1,1
1,0,2.4842981485164137,0,0,0.9618131286303883,2,1,1,1
3,0,-1.1305261062655798,1,0,-0.3571902456652305,0,2,0,1
2,1,-2.2203571635051724,1,1,-0.2707442080045548,2,3,0,1
3,1,0.0,0,0,-0.502581702925434,0,1,1,0
3,1,-0.5152368714090703,0,0,-0.4900045872454856,2,1,1,0
3,1,-0.8997926431943887,0,0,-0.481033582173292,2,1,1,0
1,0,0.7153415983039488,1,1,1.0253688157535579,0,3,0,1
3,1,-0.6690591801231975,0,0,-0.4737388550789219,2,1,1,0
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
3,1,0.17696351780450298,0,0,0.48882906084695926,2,1,1,1
1,1,0.0,0,0,-0.05039314129185886,0,1,1,1
3,1,-0.7459703344802613,0,0,-0.48857985158126105,2,1,1,0
2,1,-1.053614951908516,0,0,-0.43676213497987365,2,1,1,0
1,0,0.023141209090375606,0,0,-0.024232740677566176,0,1,1,1
3,1,0.3692414036971622,0,0,-0.5185133868995382,0,1,1,0
3,1,-0.9767037975514523,0,0,-0.4737388550789219,2,1,1,0
3,1,0.9460750613751399,0,0,-0.4961261209892301,2,1,1,0
3,1,0.0,8,2,0.751523754461651,2,11,0,0
3,1,0.40769698087569406,0,0,-0.4891674544258282,0,1,1,0
2,1,-0.13068109962375177,0,1,0.016014029498268696,2,2,0,0
1,0,0.0,1,0,1.1450204511478064,0,2,0,1
3,1,-1.9765488041932804,4,2,-0.01869880977838891,2,7,0,0
3,1,3.407232000801178,0,0,-0.4915983593444487,2,1,1,0
3,0,-1.5919930324079619,1,1,-0.34126057402963506,0,3,0,0
1,0,-1.053614951908516,0,1,0.14480369406094026,2,2,0,1
2,0,1.0998973700892674,1,0,-0.12484966611715337,2,2,0,0
3,0,-0.8997926431943887,0,1,-0.45990402783097867,2,2,0,1
1,0,1.1768085244463309,1,1,2.669618413871151,2,3,0,1
1,1,1.6382754505887132,0,0,-0.11378180431879875,2,1,1,1
3,0,-0.4383257170520065,0,3,-0.26051549136436636,0,4,0,1
3,1,0.0,0,0,-0.502581702925434,0,1,1,0
3,1,0.8691639070180762,2,0,-0.36415092456714115,2,3,0,0
2,1,-0.6690591801231975,1,0,-0.4166387498919562,2,2,0,0
1,0,1.407541987517522,0,0,-0.1262744017813779,2,1,1,1
3,0,0.0,8,2,0.751523754461651,2,11,0,0
2,1,-0.4383257170520065,0,0,-0.38645367226008004,2,1,1,0
2,0,0.9460750613751399,0,0,-0.38645367226008004,2,1,1,1
2,0,-0.20759225398081546,1,0,-0.3691817708391205,0,2,0,1
1,1,0.1000523634474393,0,0,0.36808875031945465,2,1,1,0
3,1,0.0,0,0,-0.4568855200677911,2,1,1,0
3,1,-1.9765488041932804,1,1,-0.42401799520369554,2,3,0,1
3,1,-0.2845034083378791,0,0,-0.4891674544258282,2,1,1,0
1,0,1.3306308331604584,1,1,0.40951072618442386,2,3,0,1
1,1,0.2538746721615667,0,0,-0.5474407529634195,2,1,1,0
3,1,1.3306308331604584,0,0,-0.4669472126117498,2,1,1,0
2,0,-0.13068109962375177,1,0,-0.16509643629298823,0,2,0,1
3,0,-1.1305261062655798,0,0,-0.5026662211428032,0,1,1,1
3,1,-0.7459703344802613,0,0,-0.4499268535043892,2,1,1,0
3,1,-0.8228814888373249,0,0,-0.4891674544258282,2,1,1,0
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
1,0,2.0228312223740317,0,1,1.0253688157535579,0,2,0,1
2,0,-0.3614145626949428,0,1,-0.12484966611715337,2,2,0,1
3,1,0.2538746721615667,0,0,-0.4891674544258282,2,1,1,0
3,0,-0.5921480257661339,0,0,-0.4364260744489054,2,1,1,0
2,1,-0.13068109962375177,0,0,-0.43676213497987365,2,1,1,0
3,1,-0.3614145626949428,0,0,-0.5061878135331888,2,1,1,0
3,0,0.7153415983039488,0,5,-0.061964087717411374,1,6,0,0
2,1,-0.20759225398081546,0,0,-0.38645367226008004,2,1,1,0
1,0,-0.8228814888373249,0,0,-0.04435612576548362,2,1,1,1
3,0,0.0,1,2,-0.17616429809134285,2,4,0,0
1,1,-0.2845034083378791,0,0,-0.04435612576548362,0,1,1,1
3,1,0.17696351780450298,0,0,-0.49210144397164657,1,1,1,0
